"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000071205",1532.05853569951,929.516328966679,1283.75757828357,1734.68435229259,1077.63209232731,1383.83547684397
"ENSG00000071242",1601.00564689113,2551.43764038978,1578.50831825748,3690.690501257,4101.3721898132,3688.54321037519
"ENSG00000071243",2196.45797081876,964.385644629952,2164.92878001741,2212.22102168808,1397.20574729334,2621.09962852915
"ENSG00000071246",42.9800173662048,9.96266161807802,30.8101818788057,60.8136468332461,11.6787714439413,12.1300407027959
"ENSG00000071282",225.645091172575,437.360845033625,700.418134711515,272.165993204527,630.65365797283,793.506829307899
"ENSG00000071462",5557.85349566735,4735.25306707248,4694.44471226736,3928.96036343972,3048.15934686868,4079.73702304035
"ENSG00000071537",13526.169631956,21731.5537875136,16103.4550619891,21339.608368289,28488.7703777524,18195.0610541939
"ENSG00000071539",558.740225760662,294.894783895109,526.854110127577,130.599798936971,98.7387040260491,163.755549487745
"ENSG00000071553",3243.20047709154,3487.92783248912,2775.99738728039,4913.94205313229,5520.87377349952,4854.03795456883
"ENSG00000071564",4016.84078968322,3880.45670024139,3880.02890460426,3157.32491017853,3437.80563049835,3574.31866042386
"ENSG00000071575",15625.9225637008,8483.20636779343,10958.1546882285,41623.4519497517,24819.512731365,33455.6630950363
"ENSG00000071626",10929.4602494145,8892.67176029644,10260.8175717049,7324.55513580096,5946.61807795592,7352.82633934478
"ENSG00000071655",9321.29126629566,5179.58777523876,7018.55943199193,5727.44919765572,3994.13983382792,5395.84643929371
"ENSG00000071794",1371.7788876047,693.40124861823,1166.67888714411,1549.25257670269,806.896936126853,1317.12025297859
"ENSG00000071859",2267.1959160673,2986.80595309979,1909.20427042332,2721.65993204527,2652.14282426958,2128.82214334068
"ENSG00000071889",1061.06917872818,1082.94131788508,943.81857155408,1235.21489223593,1129.65571057759,1181.66813179737
"ENSG00000071909",21.4900086831024,27.8954525306185,26.7021576282982,10.9663953305854,29.7277818573051,31.3359384822227
"ENSG00000071967",4872.85946889347,4458.29107408992,5125.78725857064,6026.53270667168,4921.0096038789,4101.97543099548
"ENSG00000071994",9884.50857719863,5397.77006467467,7913.08171253992,6203.98892202115,3501.50802019258,5648.55562060196
"ENSG00000072042",8504.67093633777,5687.68351776074,6121.98313931869,18247.084885064,10789.0614012119,18640.8400500216
"ENSG00000072080",41.1891833092796,53.7983727376213,59.5663516323576,27.91446084149,69.010922168744,37.4009588336207
